Banner_ID,Reporting_Label,Targeting_Key,Creative_Dimension,Default,Active,Exit_URL,Concept,Abbv,Color_Version,Ani_Style,BgTheme,TxtColor,RibbonTxtColor,RibbonColor,RibbonTxt,RibbonTxt_css,Txt1,Txt1_css,Txt1_Pause,Txt2,Txt2_css,CtaTxt,CtaTxt_css,CtaBtn_css,Replay_css,Banner_json,Back_img,Front_img
STM_Opt3_300x600,Speed To Market Opt3 N Window 300x600,,300x600,FALSE,TRUE,https://nationwidefinancial.com/,Speed To Market,STM,Opt3,N Window,Vibrant Blue - White,,,,Advisor Advocate Blog,,We make news <br>headlines simpler <br>so you can save time.,,3.5,Read our new article <br>about uncertainty <br>clouding recovery.,,Learn more,,,,,stm_back_opt3_300x600_2x.jpg,stm_front_opt3_300x600_2x.png
STM_Opt3_728x90,Speed To Market Opt3 N Crop 728x90,,728x90,FALSE,TRUE,https://nationwidefinancial.com/,Speed To Market,STM,Opt3,N Crop,Vibrant Blue - White,,,,Advisor Advocate Blog,,We make news headlines simpler <br>so you can save&nbsp;time.,,3.5,Read our new article about <br>uncertainty clouding recovery.,,Learn more,,,,,stm_back_opt3_728x90_2x.jpg,
STM_Opt3_970x90,Speed To Market Opt3 N Crop 970x90,,970x90,FALSE,TRUE,https://nationwidefinancial.com/,Speed To Market,STM,Opt3,N Crop,Vibrant Blue - White,,,,Advisor Advocate Blog,,We make news headlines simpler <br>so you can save&nbsp;time.,,3.5,Read our new article about <br>uncertainty clouding recovery.,,Learn more,,,,,stm_back_opt3_970x90_2x.jpg,
STM_Opt4_160x600,Speed To Market Opt4 N Graphic 160x600,,160x600,FALSE,TRUE,https://nationwidefinancial.com/,Speed To Market,STM,Opt4,N Graphic,Vibrant Blue - White,,,,Advisor Advocate Blog,,Save time and solve problems with our simplified insights.,,3.5,Read our <br>new article covering the uncertain road to recovery.,,Learn more,,,,,stm_back_opt4_160x600_2x.jpg,stm_front_opt4_160x600_2x.png
STM_Opt4_300x250,Speed To Market Opt4 N Graphic 300x250,,300x250,FALSE,TRUE,https://nationwidefinancial.com/,Speed To Market,STM,Opt4,N Graphic,Vibrant Blue - White,,,,Advisor Advocate Blog,,Save time and solve problems with our simplified insights.,,3.5,Read our new article covering the uncertain <br>road to recovery.,,Learn more,,,,,stm_back_opt4_300x250_2x.jpg,stm_front_opt4_300x250_2x.png
STM_Opt4_300x600,Speed To Market Opt4 N Graphic 300x600,,300x600,FALSE,TRUE,https://nationwidefinancial.com/,Speed To Market,STM,Opt4,N Graphic,Vibrant Blue - White,,,,Advisor Advocate Blog,,Save time and solve problems with our simplified insights.,,3.5,Read our new article covering the uncertain road to recovery.,,Learn more,,,,,stm_back_opt4_300x600_2x.jpg,stm_front_opt4_300x600_2x.png
STM_Opt4_728x90,Speed To Market Opt4 N Crop 728x90,,728x90,FALSE,TRUE,https://nationwidefinancial.com/,Speed To Market,STM,Opt4,N Crop,Vibrant Blue - White,,,,Advisor Advocate Blog,,Save time and solve problems <br>with our simplified insights.,,3.5,Read our new article covering <br>the uncertain road to recovery.,,Learn more,,,,,stm_back_opt4_728x90_2x.jpg,
STM_Opt4_970x90,Speed To Market Opt4 N Crop 970x90,,970x90,FALSE,TRUE,https://nationwidefinancial.com/,Speed To Market,STM,Opt4,N Crop,Vibrant Blue - White,,,,Advisor Advocate Blog,,Save time and solve problems <br>with our simplified insights.,,3.5,Read our new article covering <br>the uncertain road to recovery.,,Learn more,,,,,stm_back_opt4_970x90_2x.jpg,
DPA_T1_160x600,Defined Protection Annuity T1 N Graphic 160x600,ann_dpa_t1,160x600,FALSE,TRUE,https://www.definedprotection.com/dpa/?utm_medium=cpm&utm_campaign=nf&utm_source=%s&utm_content=annuity:multi-device:%s:na:um:160x600:ann-dpa-t1:%epid!&utm_term=na,Defined Protection Annuity,DPA,T1,N Graphic,Vibrant Blue - White,,,,Nationwide Defined <br>Protection®&nbsp;Annuity,,Help clients define their balance of growth potential and protection.,,3.5,See how this new solution can fit a broad range of retirement needs.,,Learn more,,,,,dpa_back_t1_160x600_2x.jpg,dpa_front_t1_160x600_2x.png
DPA_T1_300x250,Defined Protection Annuity T1 N Graphic 300x250,ann_dpa_t1,300x250,FALSE,TRUE,https://www.definedprotection.com/dpa/?utm_medium=cpm&utm_campaign=nf&utm_source=%s&utm_content=annuity:multi-device:%s:na:um:300x250:ann-dpa-t1:%epid!&utm_term=na,Defined Protection Annuity,DPA,T1,N Graphic,Vibrant Blue - White,,,,Nationwide Defined Protection®&nbsp;Annuity,,Help clients define <br>their balance of <br>growth potential <br>and protection.,,3.5,See how this new solution can fit a broad range of retirement needs.,,Learn more,,,,,dpa_back_t1_300x250_2x.jpg,dpa_front_t1_300x250_2x.png
DPA_T1_300x600,Defined Protection Annuity T1 N Graphic 300x600,ann_dpa_t1,300x600,FALSE,TRUE,https://www.definedprotection.com/dpa/?utm_medium=cpm&utm_campaign=nf&utm_source=%s&utm_content=annuity:multi-device:%s:na:um:300x600:ann-dpa-t1:%epid!&utm_term=na,Defined Protection Annuity,DPA,T1,N Graphic,Vibrant Blue - White,,,,Nationwide Defined Protection®&nbsp;Annuity,,Help clients define their balance of growth potential and protection.,,3.5,See how this new solution can fit a broad range of retirement needs.,,Learn more,,,,,dpa_back_t1_300x600_2x.jpg,dpa_front_t1_300x600_2x.png
DPA_T1_728x90,Defined Protection Annuity T1 N Crop 728x90,ann_dpa_t1,728x90,FALSE,TRUE,https://www.definedprotection.com/dpa/?utm_medium=cpm&utm_campaign=nf&utm_source=%s&utm_content=annuity:multi-device:%s:na:um:728x90:ann-dpa-t1:%epid!&utm_term=na,Defined Protection Annuity,DPA,T1,N Crop,Vibrant Blue - White,,,,Nationwide Defined Protection®&nbsp;Annuity,,Help clients define their balance <br>of growth potential and protection.,,3.5,See how this new solution <br>can fit a broad range of <br>retirement needs.,,Learn more,,,,,dpa_back_t1_728x90_2x.jpg,
DPA_T1_970x90,Defined Protection Annuity T1 N Crop 970x90,ann_dpa_t1,970x90,FALSE,TRUE,https://www.definedprotection.com/dpa/?utm_medium=cpm&utm_campaign=nf&utm_source=%s&utm_content=annuity:multi-device:%s:na:um:970x90:ann-dpa-t1:%epid!&utm_term=na,Defined Protection Annuity,DPA,T1,N Crop,Vibrant Blue - White,,,,Nationwide Defined Protection®&nbsp;Annuity,,Help clients define their balance <br>of growth potential and protection.,,3.5,See how this new solution can fit <br>a broad range of retirement needs.,,Learn more,,,,,dpa_back_t1_970x90_2x.jpg,
DPA_T2_160x600,Defined Protection Annuity T2 N Graphic 160x600,ann_dpa_t2,160x600,FALSE,TRUE,https://client-tool.definedprotection.com/?utm_medium=cpm&utm_campaign=nf&utm_source=%s&utm_content=annuity:multi-device:%s:na:um:160x600:ann-dpa-t2:%epid!&utm_term=na,Defined Protection Annuity,DPA,T2,N Graphic,Vibrant Blue - White,,,,Performance +<br>Protection Tool,,Help clients control their risk exposure with the Nationwide Defined Protection<sup>®</sup> Annuity.,,4,Use our tool <br>to help your clients find their balance of growth potential and protection.,,Explore tool,,,,,dpa_back_t2_160x600_2x.jpg,dpa_front_t2_160x600_2x.png
DPA_T2_300x250,Defined Protection Annuity T2 N Graphic 300x250,ann_dpa_t2,300x250,FALSE,TRUE,https://client-tool.definedprotection.com/?utm_medium=cpm&utm_campaign=nf&utm_source=%s&utm_content=annuity:multi-device:%s:na:um:300x250:ann-dpa-t2:%epid!&utm_term=na,Defined Protection Annuity,DPA,T2,N Graphic,Vibrant Blue - White,,,,Performance + Protection Tool,,Help clients control their risk exposure with the Nationwide Defined Protection<sup>®</sup> Annuity.,,4,Use our tool to help your clients find their balance <br>of growth potential and&nbsp;protection.,,Explore tool,,,,,dpa_back_t2_300x250_2x.jpg,dpa_front_t2_300x250_2x.png
DPA_T2_300x600,Defined Protection Annuity T2 N Graphic 300x600,ann_dpa_t2,300x600,FALSE,TRUE,https://client-tool.definedprotection.com/?utm_medium=cpm&utm_campaign=nf&utm_source=%s&utm_content=annuity:multi-device:%s:na:um:300x600:ann-dpa-t2:%epid!&utm_term=na,Defined Protection Annuity,DPA,T2,N Graphic,Vibrant Blue - White,,,,Performance + Protection Tool,,Help clients control their risk exposure with the Nationwide Defined Protection<sup>®</sup> Annuity.,,4,Use our tool to help your clients find their balance of growth potential and protection.,,Explore tool,,,,,dpa_back_t2_300x600_2x.jpg,dpa_front_t2_300x600_2x.png
DPA_T2_728x90,Defined Protection Annuity T2 N Crop 728x90,ann_dpa_t2,728x90,FALSE,TRUE,https://client-tool.definedprotection.com/?utm_medium=cpm&utm_campaign=nf&utm_source=%s&utm_content=annuity:multi-device:%s:na:um:728x90:ann-dpa-t2:%epid!&utm_term=na,Defined Protection Annuity,DPA,T2,N Crop,Vibrant Blue - White,,,,Performance + Protection Tool,,Help clients control their risk exposure with <br>the Nationwide Defined Protection<sup>®</sup> Annuity.,,4,Use our tool to help your <br>clients find their balance <br>of growth potential.,,Explore tool,,,,,dpa_back_t2_728x90_2x.jpg,
DPA_T2_970x90,Defined Protection Annuity T2 N Crop 970x90,ann_dpa_t2,970x90,FALSE,TRUE,https://client-tool.definedprotection.com/?utm_medium=cpm&utm_campaign=nf&utm_source=%s&utm_content=annuity:multi-device:%s:na:um:970x90:ann-dpa-t2:%epid!&utm_term=na,Defined Protection Annuity,DPA,T2,N Crop,Vibrant Blue - White,,,,Performance + Protection Tool,,Help clients control their risk exposure with <br>the Nationwide Defined Protection<sup>®</sup> Annuity.,,4,Use our tool to help your clients find <br>their balance of growth potential.,,Explore tool,,,,,dpa_back_t2_970x90_2x.jpg,
Ann_T1_160x600,Annuities T1 N Graphic 160x600,rip_annu_opt1,160x600,FALSE,TRUE,https://nf.nationwideadvisory.com/l/677263/2021-04-07/66btx,Annuities,Ann,T1,N Graphic,Vibrant Blue - White,,,,Nationwide Annuities,,Your clients want simpler income solutions backed by a stable company.,,4,"For nearly 60 years, we've offered a range of transparent annuities to meet clients’ income needs.",,Discover more,,,,,ann_back_t1_160x600_2x.jpg,ann_front_t1_160x600_2x.png
Ann_T1_300x250,Annuities T1 N Graphic 300x250,rip_annu_opt1,300x250,FALSE,TRUE,https://nf.nationwideadvisory.com/l/677263/2021-04-07/66btx,Annuities,Ann,T1,N Graphic,Vibrant Blue - White,,,,Nationwide Annuities,,Your clients want simpler income solutions backed by <br>a stable company.,,4,"For nearly 60 years, <br>we’ve offered a range of transparent annuities to <br>meet clients’ income needs.",,Discover more,,,,,ann_back_t1_300x250_2x.jpg,ann_front_t1_300x250_2x.png
Ann_T1_300x600,Annuities T1 N Graphic 300x600,rip_annu_opt1,300x600,FALSE,TRUE,https://nf.nationwideadvisory.com/l/677263/2021-04-07/66btx,Annuities,Ann,T1,N Graphic,Vibrant Blue - White,,,,Nationwide Annuities,,Your clients want simpler income solutions backed by a stable company.,,4,"For nearly 60 years, <br>we’ve offered a range of transparent annuities to meet clients’ income&nbsp;needs.",letterSpacing:-0.3px,Discover more,,,,,ann_back_t1_300x600_2x.jpg,ann_front_t1_300x600_2x.png
Ann_T1_728x90,Annuities T1 N Crop 728x90,rip_annu_opt1,728x90,FALSE,TRUE,https://nf.nationwideadvisory.com/l/677263/2021-04-07/66btx,Annuities,Ann,T1,N Crop,Vibrant Blue - White,,,,Nationwide Annuities,,Your clients want simpler income <br>solutions backed by a stable company.,,4,"For nearly 60 years, we've offered a range of transparent annuities to meet clients’ income needs.",letterSpacing:-0.5px,Discover more,,,,,ann_back_t1_728x90_2x.jpg,
Ann_T1_970x90,Annuities T1 N Crop 970x90,rip_annu_opt1,970x90,FALSE,TRUE,https://nf.nationwideadvisory.com/l/677263/2021-04-07/66btx,Annuities,Ann,T1,N Crop,Vibrant Blue - White,,,,Nationwide Annuities,,Your clients want simpler income <br>solutions backed by a stable company.,,4,"For nearly 60 years, we’ve offered <br>a range of transparent annuities <br>to meet clients’ income needs.",,Discover more,,,,,ann_back_t1_970x90_2x.jpg,
Ann_T2_160x600,Annuities T2 N Window 160x600,rip_annu_opt2,160x600,FALSE,TRUE,https://nf.nationwideadvisory.com/l/677263/2021-04-07/66btz,Annuities,Ann,T2,N Window,Vibrant Blue - White,,,,Nationwide Annuities,,Simplify how you tailor lifetime income options to meet clients’ needs.,,3.5,See solutions that can help your clients retire the way they&nbsp;want.,,Learn more,,,,,ann_back_t2_160x600_2x.jpg,ann_front_t2_160x600_2x.png
Ann_T2_300x250,Annuities T2 N Window 300x250,rip_annu_opt2,300x250,FALSE,TRUE,https://nf.nationwideadvisory.com/l/677263/2021-04-07/66btz,Annuities,Ann,T2,N Window,Vibrant Blue - White,,,,Nationwide Annuities,,Simplify how you <br>tailor lifetime <br>income options to <br>meet clients’ needs.,,3.5,See solutions that can help your clients retire the way they&nbsp;want.,,Learn more,,,,,ann_back_t2_300x250_2x.jpg,ann_front_t2_300x250_2x.png
Ann_T2_300x600,Annuities T2 N Window 300x600,rip_annu_opt2,300x600,FALSE,TRUE,https://nf.nationwideadvisory.com/l/677263/2021-04-07/66btz,Annuities,Ann,T2,N Window,Vibrant Blue - White,,,,Nationwide Annuities,,Simplify how you <br>tailor lifetime <br>income options to <br>meet clients’ needs.,,3.5,See solutions that can help your clients retire the way they&nbsp;want.,,Learn more,,,,,ann_back_t2_300x600_2x.jpg,ann_front_t2_300x600_2x.png
Ann_T2_728x90,Annuities T2 N Crop 728x90,rip_annu_opt2,728x90,FALSE,TRUE,https://nf.nationwideadvisory.com/l/677263/2021-04-07/66btz,Annuities,Ann,T2,N Crop,Vibrant Blue - White,,,,Nationwide Annuities,,Simplify how you tailor lifetime <br>income options to meet clients’ needs.,,3.5,See solutions that can help your <br>clients retire the way they want.,,Learn more,,,,,ann_back_t2_728x90_2x.jpg,
Ann_T2_970x90,Annuities T2 N Crop 970x90,rip_annu_opt2,970x90,FALSE,TRUE,https://nf.nationwideadvisory.com/l/677263/2021-04-07/66btz,Annuities,Ann,T2,N Crop,Vibrant Blue - White,,,,Nationwide Annuities,,Simplify how you tailor lifetime <br>income options to meet clients’ needs.,,3.5,See solutions that can help your <br>clients retire the way they want.,,Learn more,,,,,ann_back_t2_970x90_2x.jpg,
Fam_T1_160x600,Families T1 N Graphic 160x600,rip_fam_opt1,160x600,FALSE,TRUE,https://nf.nationwideadvisory.com/l/677263/2021-04-07/66bts,Families,Fam,T1,N Graphic,Vibrant Blue - White,,,,Income solutions <br>for all families,,Different families have different financial challenges.,,3.5,We’re here to help you <br>meet their retirement <br>income needs.,,Watch video,,,,,fam_back_t1_160x600_2x.jpg,fam_front_t1_160x600_2x.png
Fam_T1_300x250,Families T1 N Graphic 300x250,rip_fam_opt1,300x250,FALSE,TRUE,https://nf.nationwideadvisory.com/l/677263/2021-04-07/66bts,Families,Fam,T1,N Graphic,Vibrant Blue - White,,,,Income solutions for all families,,Different families <br>have different <br>financial challenges.,,3.5,We’re here to help you <br>meet their retirement <br>income needs.,,Watch video,,,,,fam_back_t1_300x250_2x.jpg,fam_front_t1_300x250_2x.png
Fam_T1_300x600,Families T1 N Graphic 300x600,rip_fam_opt1,300x600,FALSE,TRUE,https://nf.nationwideadvisory.com/l/677263/2021-04-07/66bts,Families,Fam,T1,N Graphic,Vibrant Blue - White,,,,Income solutions for all families,,Different families <br>have different <br>financial challenges.,,3.5,We’re here to help you <br>meet their retirement <br>income needs.,,Watch video,,,,,fam_back_t1_300x600_2x.jpg,fam_front_t1_300x600_2x.png
Fam_T1_728x90,Families T1 N Crop 728x90,rip_fam_opt1,728x90,FALSE,TRUE,https://nf.nationwideadvisory.com/l/677263/2021-04-07/66bts,Families,Fam,T1,N Crop,Vibrant Blue - White,,,,Income solutions for all families,,Different families have different <br>financial challenges.,,3.5,We’re here to help you <br>meet their retirement <br>income needs.,,Watch video,,,,,fam_back_t1_728x90_2x.jpg,
Fam_T1_970x90,Families T1 N Crop 970x90,rip_fam_opt1,970x90,FALSE,TRUE,https://nf.nationwideadvisory.com/l/677263/2021-04-07/66bts,Families,Fam,T1,N Crop,Vibrant Blue - White,,,,Income solutions for all families,,Different families have different <br>financial challenges.,,3.5,We’re here to help you <br>meet their retirement <br>income needs.,,Watch video,,,,,fam_back_t1_970x90_2x.jpg,
Fam_T2_160x600,Families T2 N Window 160x600,rip_fam_opt2,160x600,FALSE,TRUE,https://nf.nationwideadvisory.com/l/677263/2021-04-07/66btv,Families,Fam,T2,N Window,Vibrant Blue - White,,,,Income solutions <br>for all families,,Divorce for clients over 50 presents unique income challenges.,,2.5,Knowing the impact of gray divorce on retirement <br>income can make finding solutions simpler.,,Learn more,,,,,fam_back_t2_160x600_2x.jpg,fam_front_t2_160x600_2x.png
Fam_T2_300x250,Families T2 N Window 300x250,rip_fam_opt2,300x250,FALSE,TRUE,https://nf.nationwideadvisory.com/l/677263/2021-04-07/66btv,Families,Fam,T2,N Window,Vibrant Blue - White,,,,Income solutions for all families,,Divorce for clients <br>over 50 presents <br>unique income <br>challenges.,,2.5,Knowing the impact of gray divorce on retirement <br>income can make finding solutions simpler.,,Learn more,,,,,fam_back_t2_300x250_2x.jpg,fam_front_t2_300x250_2x.png
Fam_T2_300x600,Families T2 N Window 300x600,rip_fam_opt2,300x600,FALSE,TRUE,https://nf.nationwideadvisory.com/l/677263/2021-04-07/66btv,Families,Fam,T2,N Window,Vibrant Blue - White,,,,Income solutions for all families,,Divorce for clients <br>over 50 presents <br>unique income <br>challenges.,,2.5,Knowing the impact of gray divorce on retirement <br>income can make finding solutions simpler.,,Learn more,,,,,fam_back_t2_300x600_2x.jpg,fam_front_t2_300x600_2x.png
Fam_T2_728x90,Families T2 N Crop 728x90,rip_fam_opt2,728x90,FALSE,TRUE,https://nf.nationwideadvisory.com/l/677263/2021-04-07/66btv,Families,Fam,T2,N Crop,Vibrant Blue - White,,,,Income solutions for all families,,Divorce for clients over 50 presents <br>unique income challenges.,,3.5,Knowing the impact of gray divorce on retirement income can make finding solutions simpler.,,Learn more,,,,,fam_back_t2_728x90_2x.jpg,
Fam_T2_970x90,Families T2 N Crop 970x90,rip_fam_opt2,970x90,FALSE,TRUE,https://nf.nationwideadvisory.com/l/677263/2021-04-07/66btv,Families,Fam,T2,N Crop,Vibrant Blue - White,,,,Income solutions for all families,,Divorce for clients over 50 presents <br>unique income challenges.,,3.5,Knowing the impact of gray divorce on <br>retirement income can make finding <br>solutions simpler.,,Learn more,,,,,fam_back_t2_970x90_2x.jpg,
SS_T2_160x600,Social Security T2 N Window 160x600,rip_ss_opt2,160x600,FALSE,TRUE,https://nf.nationwideadvisory.com/l/677263/2021-04-07/66btq,Social Security,SS,T2,N Window,Vibrant Blue - White,,,,Social Security <br>360 Analyzer®,,Help clients find more income in their Social Security.,,2.5,Simplify your clients’ optimal filing strategies with our analyzer.,,See tool,,,,,ss_back_t2_160x600_2x.jpg,ss_front_t2_160x600_2x.png
SS_T2_300x250,Social Security T2 N Window 300x250,rip_ss_opt2,300x250,FALSE,TRUE,https://nf.nationwideadvisory.com/l/677263/2021-04-07/66btq,Social Security,SS,T2,N Window,Vibrant Blue - White,,,,Social Security 360 Analyzer®,,Help clients find <br> more income in <br>their Social Security.,,2.5,Simplify your clients’ <br>optimal filing strategies <br>with our analyzer.,,See tool,,,,,ss_back_t2_300x250_2x.jpg,ss_front_t2_300x250_2x.png
SS_T2_300x600,Social Security T2 N Window 300x600,rip_ss_opt2,300x600,FALSE,TRUE,https://nf.nationwideadvisory.com/l/677263/2021-04-07/66btq,Social Security,SS,T2,N Window,Vibrant Blue - White,,,,Social Security 360 Analyzer®,,Help clients find <br>more income in <br>their Social Security.,,2.5,Simplify your clients’ optimal filing strategies <br>with our analyzer.,,See tool,,,,,ss_back_t2_300x600_2x.jpg,ss_front_t2_300x600_2x.png
SS_T2_728x90,Social Security T2 N Crop 728x90,rip_ss_opt2,728x90,FALSE,TRUE,https://nf.nationwideadvisory.com/l/677263/2021-04-07/66btq,Social Security,SS,T2,N Crop,Vibrant Blue - White,,,,Social Security 360 Analyzer®,,Help clients find more income <br>in their Social Security.,,2.5,Simplify your clients’ <br>optimal filing strategies <br>with our analyzer.,,See tool,,,,,ss_back_t2_728x90_2x.jpg,
SS_T2_970x90,Social Security T2 N Crop 970x90,rip_ss_opt2,970x90,FALSE,TRUE,https://nf.nationwideadvisory.com/l/677263/2021-04-07/66btq,Social Security,SS,T2,N Crop,Vibrant Blue - White,,,,Social Security 360 Analyzer®,,Help clients find more income <br>in their Social Security.,,3.5,Simplify your clients’ optimal filing <br>strategies with our analyzer.,,See tool,,,,,ss_back_t2_970x90_2x.jpg,
SS_T1_TextOnly_160x600,Social Security T1 Text Only 160x600,,160x600,FALSE,FALSE,https://nationwidefinancial.com/,Social Security,SS,T1,Text Only,Vibrant Blue - White,,,,Social Security Basics,,Are your clients uncertain about the benefits of their Social Security?,,3.5,Help clients understand their foundation for a retirement plan.,,Learn more,,,,,,
SS_T1_TextOnly_300x250,Social Security T1 Text Only 300x250,,300x250,FALSE,FALSE,https://nationwidefinancial.com/,Social Security,SS,T1,Text Only,Vibrant Blue - White,,,,Social Security Basics,,Are your clients <br>uncertain about <br>the benefits of <br>their Social <br>Security?,,3.5,Help clients understand <br>their foundation for <br>a retirement plan.,,Learn more,,,,,,
SS_T1_TextOnly_300x600,Social Security T1 Text Only 300x600,,300x600,FALSE,FALSE,https://nationwidefinancial.com/,Social Security,SS,T1,Text Only,Vibrant Blue - White,,,,Social Security Basics,,Are your clients uncertain about the benefits of their Social Security?,,3.5,Help clients understand their foundation for a retirement plan.,,Learn more,,,,,,
SS_T1_TextOnly_728x90,Social Security T1 Text Only 728x90,,728x90,FALSE,FALSE,https://nationwidefinancial.com/,Social Security,SS,T1,Text Only,Vibrant Blue - White,,,,Social Security Basics,,Are your clients uncertain about <br>the benefits of their Social Security?,,3.5,Help clients understand their <br>foundation for a retirement plan.,,Learn more,,,,,,
SS_T1_TextOnly_970x90,Social Security T1 Text Only 970x90,,970x90,FALSE,FALSE,https://nationwidefinancial.com/,Social Security,SS,T1,Text Only,Vibrant Blue - White,,,,Social Security Basics,,Are your clients uncertain about the benefits of their Social Security?,,3.5,Help clients understand their foundation for a retirement plan.,,Learn more,,,,,,
2LineTest_T1_300x250,Defined Protection Annuity T1 N Graphic 300x250,,300x250,FALSE,FALSE,https://nationwidefinancial.com,Defined Protection Annuity,DPA,T1,N Graphic,Vibrant Blue - White,,,,Nationwide Defined <br>Protection®&nbsp;Annuity,,Help clients define <br>their balance of <br>growth potential <br>and protection.,,3.5,See how this new solution can fit a broad range of retirement needs.,,Learn more,,,,,dpa_back_t1_300x250_2x.jpg,dpa_front_t1_300x250_2x.png
2LineTest_T1_160x600,Annuities T1 N Graphic 160x600,,160x600,FALSE,FALSE,https://nationwidefinancial.com,Annuities,Ann,T1,N Graphic,Vibrant Blue - White,,,,Nationwide Defined <br>Protection®&nbsp;Annuity,,Your clients want simpler income solutions backed by a stable company.,,4,"For nearly 60 years, we've offered a range of transparent annuities to meet clients’ income needs.",,Discover more,,,,,ann_back_t1_160x600_2x.jpg,ann_front_t1_160x600_2x.png
2LineTest_T1_300x600,Annuities T1 N Graphic 300x600,,300x600,FALSE,FALSE,https://nationwidefinancial.com,Annuities,Ann,T1,N Graphic,Vibrant Blue - White,,,,Nationwide <span>Defined</span> <br>Protection®&nbsp;Annuity,,Your clients want simpler income solutions backed by a stable company.,,4,"For nearly 60 years, we've offered a range of transparent annuities to meet clients’ income needs.",,Discover more,,,,,ann_back_t1_300x600_2x.jpg,ann_front_t1_300x600_2x.png
SS_Opt2_NGraphic_300x250,Social Security Opt2 N Graphic 300x250,,300x250,FALSE,FALSE,https://nationwidefinancial.com/,Social Security,SS,Opt2,N Graphic,Dark Blue - White,,,,Social Security Basics,,Help clients find <br> more value in their <br>Social Security.,,2.5,Help clients understand <br>their foundation for <br>a retirement plan.,,Learn more,,,,,ss_back_t1_300x250_2x.jpg,ss_front_t1_300x250_2x.png
SS_Opt3_NGraphic_300x250,Social Security Opt3 N Graphic 300x250,,300x250,FALSE,FALSE,https://nationwidefinancial.com/,Social Security,SS,Opt3,N Graphic,White - Dark Blue,,,,Social Security Basics,,Help clients find <br> more value in their <br>Social Security.,,2.5,Help clients understand <br>their foundation for <br>a retirement plan.,,Learn more,,,,,ss_back_t1_300x250_2x.jpg,ss_front_t1_300x250_2x.png